CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV,Id
0.03427,0.0,5.19,0.0,0.515,5.869,46.3,5.2311,5,224,20.2,396.9,9.8,19.5,336
0.030410000000000003,0.0,5.19,0.0,0.515,5.895,59.6,5.615,5,224,20.2,394.81,10.56,18.5,337
0.03306,0.0,5.19,0.0,0.515,6.059,37.3,4.8122,5,224,20.2,396.14,8.51,20.6,338
0.054970000000000005,0.0,5.19,0.0,0.515,5.985,45.4,4.8122,5,224,20.2,396.9,9.74,19.0,339
0.013009999999999999,35.0,1.52,0.0,0.442,7.2410000000000005,49.3,7.0379,1,284,15.5,394.74,5.49,32.7,341
0.024980000000000002,0.0,1.89,0.0,0.518,6.54,59.7,6.2669,1,422,15.9,389.96,8.65,16.5,342
0.02543,55.0,3.78,0.0,0.484,6.696000000000001,56.4,5.7321,5,370,17.6,396.9,7.18,23.9,343
0.03113,0.0,4.39,0.0,0.442,6.013999999999999,48.5,8.0136,3,352,18.8,385.64,10.53,17.5,345
0.06162,0.0,4.39,0.0,0.442,5.898,52.3,8.0136,3,352,18.8,364.61,12.67,17.2,346
0.0187,85.0,4.15,0.0,0.429,6.516,27.7,8.5353,4,351,17.9,392.43,6.36,23.1,347
0.015009999999999999,80.0,2.01,0.0,0.435,6.635,29.7,8.344,4,280,17.0,390.94,5.99,24.5,348
0.02899,40.0,1.25,0.0,0.429,6.939,34.5,8.7921,1,335,19.7,389.85,,26.6,349
0.062110000000000005,,1.25,0.0,0.429,6.49,44.4,8.7921,1,335,19.7,396.9,,22.9,350
0.01709,90.0,2.02,0.0,0.41,6.728,36.1,12.1265,5,187,17.0,384.46,4.5,30.1,353
0.04301,80.0,1.91,0.0,0.413,5.662999999999999,21.9,10.5857,4,334,22.0,382.8,8.05,18.2,354
8.98296,0.0,18.1,1.0,0.77,6.212000000000001,97.4,2.1222,24,666,20.2,377.73,17.6,17.8,356
3.8497,0.0,18.1,1.0,0.77,6.395,91.0,2.5052,24,666,20.2,391.34,13.27,21.7,357
5.20177,0.0,18.1,1.0,0.77,6.127000000000001,83.4,2.7227,24,666,20.2,395.43,11.48,22.7,358
4.26131,0.0,,0.0,0.77,6.112,81.3,2.5091,24,666,20.2,390.74,12.67,22.6,359
4.541919999999999,0.0,18.1,0.0,0.77,6.398,88.0,2.5182,24,666,20.2,374.56,7.79,25.0,360
3.83684,0.0,18.1,0.0,0.77,6.251,91.1,2.2955,24,666,20.2,350.65,14.19,19.9,361
3.6782199999999996,0.0,18.1,0.0,0.77,5.362,96.2,2.1036,24,666,20.2,380.79,10.19,20.8,362
4.22239,0.0,18.1,1.0,0.77,5.803,89.0,1.9047,24,666,20.2,353.04,14.64,16.8,363
4.55587,0.0,18.1,0.0,0.718,3.5610000000000004,87.9,1.6132,24,666,20.2,354.7,7.12,27.5,365
4.898219999999999,0.0,18.1,0.0,0.631,4.97,,1.3325,24,666,20.2,375.52,3.26,50.0,368
,0.0,18.1,1.0,0.631,6.683,96.8,1.3567,24,666,20.2,375.33,3.73,50.0,369
9.2323,0.0,18.1,0.0,0.631,6.216,100.0,1.1691,24,666,20.2,366.15,9.53,50.0,371
8.26725,0.0,18.1,1.0,0.6679999999999999,5.875,89.6,1.1296,24,666,20.2,347.88,8.88,50.0,372
11.1081,0.0,18.1,0.0,0.6679999999999999,4.906000000000001,100.0,1.1742,24,666,20.2,396.9,34.77,13.8,373
18.4982,0.0,18.1,0.0,0.6679999999999999,4.138,100.0,1.137,24,666,20.2,396.9,37.97,13.8,374
19.6091,,18.1,0.0,0.6709999999999999,7.313,97.9,1.3163,24,666,20.2,396.9,13.44,15.0,375
15.288,0.0,18.1,,0.6709999999999999,6.649,93.3,1.3449,24,666,20.2,363.02,,13.9,376
17.8667,0.0,18.1,0.0,0.6709999999999999,6.223,100.0,1.3861,24,666,20.2,393.74,21.78,10.2,379
15.8744,0.0,18.1,0.0,0.6709999999999999,6.545,99.1,1.5192,24,666,20.2,396.9,21.08,10.9,381
9.18702,0.0,18.1,0.0,0.7,5.5360000000000005,100.0,1.5804,24,666,20.2,396.9,23.6,11.3,382
7.9924800000000005,0.0,18.1,0.0,0.7,5.52,100.0,1.5331,24,666,20.2,396.9,,12.3,383
24.3938,0.0,18.1,0.0,0.7,4.652,100.0,1.4672,24,666,20.2,396.9,28.28,10.5,386
22.5971,0.0,18.1,0.0,0.7,5.0,89.5,1.5184,24,666,20.2,396.9,31.99,7.4,387
14.3337,0.0,18.1,,0.7,4.88,100.0,1.5895,24,666,20.2,372.92,30.62,10.2,388
8.15174,0.0,18.1,0.0,0.7,5.39,98.9,1.7281,24,666,20.2,396.9,20.85,11.5,389
6.96215,0.0,18.1,0.0,0.7,5.712999999999999,97.0,1.9265,24,666,20.2,394.43,17.11,15.1,390
5.29305,0.0,18.1,0.0,0.7,6.051,82.5,2.1678,24,666,20.2,378.38,18.76,23.2,391
11.5779,0.0,18.1,0.0,0.7,5.0360000000000005,97.0,1.77,24,666,20.2,396.9,25.68,9.7,392
,0.0,18.1,0.0,0.693,6.193,92.6,1.7912,24,666,20.2,396.9,15.17,13.8,393
5.87205,0.0,18.1,0.0,0.693,6.405,96.0,1.6768,24,666,20.2,396.9,19.37,12.5,396
38.3518,0.0,18.1,0.0,0.693,5.452999999999999,100.0,1.4896,24,666,20.2,396.9,30.59,5.0,398
9.91655,0.0,18.1,0.0,0.693,5.852,77.8,1.5004,24,666,20.2,338.16,29.97,6.3,399
25.0461,0.0,18.1,0.0,0.693,5.987,100.0,1.5888,24,666,20.2,396.9,26.77,5.6,400
14.2362,0.0,18.1,,0.693,6.343,100.0,1.5741,24,666,20.2,396.9,20.32,7.2,401
24.8017,0.0,18.1,0.0,0.693,5.349,96.0,1.7028,24,666,20.2,396.9,19.77,8.3,403
20.7162,0.0,,0.0,0.659,4.138,100.0,1.1781,24,666,20.2,370.22,23.34,11.9,406
11.9511,0.0,18.1,0.0,0.659,5.608,100.0,1.2852,24,666,20.2,332.09,,27.9,407
7.40389,0.0,18.1,0.0,0.597,5.617000000000001,97.9,1.4547,24,666,20.2,314.64,26.4,17.2,408
,0.0,18.1,0.0,0.597,6.852,100.0,1.4655,24,666,20.2,179.36,19.78,27.5,409
51.1358,0.0,18.1,0.0,0.597,5.757000000000001,100.0,1.413,24,666,20.2,2.6,10.11,15.0,410
45.7461,0.0,18.1,0.0,0.693,4.519,100.0,1.6582,24,666,20.2,88.27,36.98,7.0,414
18.0846,0.0,18.1,0.0,0.679,6.434,100.0,1.8347,24,666,20.2,27.25,29.05,7.2,415
25.9406,0.0,18.1,0.0,0.679,5.303999999999999,89.1,1.6475,24,666,20.2,127.36,26.64,10.4,417
73.5341,0.0,18.1,0.0,0.679,5.957000000000001,100.0,1.8026,24,666,20.2,16.45,20.62,8.8,418
7.022589999999999,0.0,18.1,0.0,0.718,6.006,95.3,1.8746,24,666,20.2,319.98,15.7,14.2,421
7.05042,0.0,18.1,0.0,0.614,6.103,,2.0218,24,666,20.2,2.52,23.29,13.4,423
8.792119999999999,0.0,18.1,0.0,0.584,5.565,70.6,2.0635,24,666,20.2,3.65,17.16,11.7,424
15.8603,0.0,18.1,0.0,0.679,5.896,95.4,1.9096,24,666,20.2,7.68,24.39,8.3,425
7.36711,0.0,18.1,0.0,0.679,6.193,78.1,1.9356,24,666,20.2,96.73,21.52,11.0,428
,0.0,18.1,0.0,0.584,6.348,86.1,2.0527,24,666,20.2,83.45,17.64,14.5,430
10.0623,0.0,18.1,0.0,0.584,6.832999999999999,94.3,2.0882,24,666,20.2,81.33,19.69,14.1,431
13.9134,0.0,18.1,0.0,0.713,6.207999999999999,95.0,2.2222,24,666,20.2,100.63,15.17,11.7,434
14.4208,0.0,18.1,0.0,0.74,6.461,93.3,2.0026,24,666,20.2,27.49,18.05,9.6,436
15.1772,0.0,18.1,0.0,0.74,6.152,100.0,1.9142,24,666,20.2,9.32,26.45,8.7,437
13.6781,0.0,18.1,0.0,0.74,5.935,87.9,1.8206,24,666,20.2,68.95,34.02,8.4,438
9.39063,0.0,18.1,0.0,0.74,5.627000000000001,93.9,1.8172,24,666,20.2,396.9,22.88,12.8,439
9.72418,0.0,18.1,0.0,0.74,6.406000000000001,97.2,2.0651,24,666,20.2,385.96,,17.1,441
5.66637,0.0,18.1,,0.74,6.218999999999999,100.0,2.0048,24,666,20.2,395.69,16.59,18.4,442
9.96654,0.0,18.1,0.0,0.74,6.485,100.0,1.9784,24,666,20.2,386.73,18.85,15.4,443
10.6718,0.0,18.1,0.0,0.74,6.459,94.8,1.9879,24,666,20.2,43.06,23.98,11.8,445
6.288069999999999,0.0,18.1,0.0,0.74,6.341,96.4,2.072,24,666,20.2,318.01,17.79,14.9,446
9.92485,0.0,18.1,0.0,0.74,6.251,96.6,2.198,24,666,20.2,388.52,16.44,12.6,447
9.329089999999999,0.0,18.1,0.0,0.713,6.185,98.7,2.2616,24,666,20.2,396.9,18.13,14.1,448
5.44114,0.0,18.1,0.0,0.713,6.655,,2.3552,24,666,20.2,355.29,17.73,15.2,451
5.09017,0.0,18.1,0.0,0.713,6.297000000000001,91.8,2.3682,24,666,20.2,385.09,17.27,16.1,452
8.24809,0.0,,0.0,0.713,7.393,99.3,2.4527,24,666,20.2,375.87,16.74,17.8,453
9.513630000000001,0.0,18.1,0.0,0.713,6.728,94.1,2.4961,24,666,20.2,6.68,18.71,14.9,454
4.75237,0.0,18.1,0.0,0.713,6.525,86.5,2.4358,24,666,20.2,50.92,18.13,14.1,455
4.668830000000001,0.0,18.1,0.0,0.713,5.976,87.9,2.5806,24,666,20.2,10.48,19.01,12.7,456
6.80117,0.0,18.1,0.0,0.713,6.081,84.4,2.7175,24,666,20.2,396.9,14.7,20.0,459
,0.0,18.1,0.0,0.713,6.7010000000000005,90.0,2.5975,24,666,20.2,255.23,16.42,16.4,460
3.69311,0.0,18.1,0.0,0.713,6.376,88.4,2.5671,24,666,20.2,391.43,14.65,17.7,461
6.65492,0.0,18.1,0.0,0.713,6.317,83.0,2.7344,24,666,20.2,396.9,13.99,19.5,462
3.7749800000000002,0.0,,0.0,0.655,5.952000000000001,84.7,2.8715,24,666,20.2,22.01,17.15,19.0,466
13.0751,0.0,18.1,0.0,0.58,5.712999999999999,56.7,2.8237,24,666,20.2,396.9,14.76,20.1,469
3.56868,0.0,18.1,0.0,0.58,6.437,75.0,2.8965,24,666,20.2,393.37,14.36,23.2,472
4.64689,0.0,18.1,0.0,0.614,6.98,67.6,2.5329,24,666,20.2,374.68,,29.8,473
8.05579,0.0,18.1,0.0,0.584,5.4270000000000005,95.4,2.4298,24,666,20.2,352.58,18.14,13.8,474
6.39312,0.0,18.1,0.0,0.584,6.162000000000001,97.4,2.206,24,666,20.2,302.76,24.1,13.3,475
4.87141,0.0,18.1,0.0,0.614,6.484,93.6,2.3053,24,666,20.2,396.21,18.68,16.7,476
15.0234,0.0,18.1,0.0,0.614,5.303999999999999,97.3,2.1007,24,666,20.2,349.48,24.91,12.0,477
5.7081800000000005,0.0,18.1,0.0,0.532,6.75,74.9,3.3317,24,666,20.2,393.07,7.74,23.7,481
5.73116,0.0,18.1,,0.532,7.061,77.0,3.4106,24,666,20.2,395.28,7.01,25.0,482
2.81838,0.0,18.1,0.0,0.532,5.7620000000000005,40.3,4.0983,24,666,20.2,392.92,10.42,21.8,483
2.37857,0.0,18.1,0.0,0.583,5.871,41.9,3.7239999999999998,24,666,20.2,370.73,13.34,20.6,484
3.6736699999999995,0.0,18.1,0.0,0.583,6.312,51.9,3.9917,24,666,20.2,388.62,10.58,21.2,485
4.8356699999999995,0.0,18.1,0.0,0.583,5.905,53.2,3.1523,24,666,20.2,388.22,11.45,20.6,487
0.15086,0.0,27.74,0.0,0.609,5.454,92.7,1.8209,4,711,20.1,395.09,18.06,15.2,488
0.18337,0.0,27.74,0.0,0.609,5.414,98.3,1.7554,4,711,20.1,344.05,23.97,7.0,489
0.20745999999999998,0.0,27.74,0.0,0.609,5.093,98.0,1.8226,4,711,20.1,318.43,29.68,8.1,490
0.10574000000000001,0.0,27.74,0.0,0.609,5.983,98.8,1.8681,4,711,20.1,390.11,18.07,13.6,491
0.17331,0.0,9.69,0.0,0.585,5.707000000000001,54.0,2.3817,6,391,19.2,396.9,12.01,21.8,493
0.26838,0.0,9.69,0.0,0.585,5.794,70.6,2.8927,6,391,19.2,396.9,14.1,18.3,497
0.17783,0.0,9.69,0.0,0.585,5.569,73.5,2.3999,6,391,19.2,395.77,15.1,17.5,499
0.22438000000000002,0.0,9.69,0.0,0.585,6.027,79.7,2.4982,6,391,19.2,396.9,14.33,16.8,500
0.06262999999999999,0.0,11.93,0.0,0.573,6.593,69.1,2.4786,1,273,21.0,391.99,,22.4,501
0.04527,0.0,11.93,0.0,0.573,6.12,76.7,2.2875,1,273,21.0,396.9,9.08,20.6,502
0.06076,0.0,11.93,0.0,0.573,6.976,91.0,2.1675,1,273,21.0,396.9,5.64,23.9,503
0.10959,0.0,11.93,0.0,0.573,6.794,89.3,2.3889,1,273,21.0,393.45,6.48,22.0,504
0.04741,0.0,11.93,0.0,0.573,6.03,,2.505,1,273,21.0,396.9,7.88,11.9,505
